1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 0
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
1043.5, 1
